Ratings,Review_body,Date,Review_head
,"Huge step up from previous model. Still has that “app connectivity” issue for my iPhone as the predecessor had, but once you connect it once and set everything up you won’t need to worry about it. Amazing noise cancelling and sound. Better than QC35 imo.",Reviewed in the United States on 28 August 2020,
,"I want to connect these to my laptop, but the app is AWFUL, and they won't connect. Noise cancelling is fantastic, however. But I'm about ready to send them back.",Reviewed in the United States on 9 September 2020,
,great headphones! Touch controls are easy to use and remember. Paring is fast. But noise cancelling isn't as good. Its good but not for my taste.,Reviewed in the United States on 17 September 2020,
,"I'm very happy of my purchase,
the sound quality is superb with LDAC
the noise cancellation is phenomenal
the battery life is longer than most of it's competitors.

light weight, handy and good looking.",Reviewed in the United States on 16 September 2020,
,GREAT HEADPHONES. Very good sound quality and great noise canceling.,Reviewed in the United States on 25 August 2020,
,"Incredible noise canceling ability, even with no music playing. And once the music turns on, you'll forget about the world around you. The sound quality is top-notch, too. They are expensive, but WORTH IT!",Reviewed in the United States on 22 August 2020,
,I've had these for less than a week and they are fantastic (so far)! What a joy it is to listen to some of your favorite songs all over again! My only wish is that I could make it a bit louder.,Reviewed in the United States on 29 August 2020,
,"Love it! I personally am not crazy over the sound quality but it is very good, and the noise cancellation is unbeaten. Very comfortable as well. Highly recommend.",Reviewed in the United States on 25 September 2020,
,"Perfect! I've been waiting for months this model. Totally worth it! Improved Noise Cancelling system, it's noticeable.",Reviewed in the United States on 27 August 2020,
,"The unit came today from Amazon. Great sounding. Still expensive for headphones. The noise cancelling  is great. Was missing the charging cord, but I have a galaxy s10 phone and the power cord has the same C connector I can live with it",Reviewed in the United States on 21 August 2020,
,"Yes. The noise cancelling is amazing. The sound quality is amazing. Expensive but worth it, imo.",Reviewed in the United States on 26 August 2020,
,"I had the M2s and upgraded to these, the battery life is great but pairing to multiple devices sucks, it never knows which device to play from so I still constantly have to disconnect. The noise cancelling sometimes start making wierd noises and the rest of it is about the same.",Reviewed in the United States on 13 September 2020,
,these headphones have simply awesome noise cancellation and sound perfect for me is 10/10,Reviewed in the United States on 29 September 2020,
,"A great upgrade over my previous headphones, nice sound, great noise cancel",Reviewed in the United States on 23 August 2020,
,"I was expecting great sound and great noise cancellation and that's exactly what these deliver. They are comfortable, the battery lasts a long time...what else can I say? They are top of the line headphones. You get what you pay for.",Reviewed in the United States on 8 September 2020,
,"This is my first pair of headphones with ANC, and Sony just blew my expectations out of the water. I cannot hear any background noise while listening to my audio, and it feels totally isolated with ANC enabled. Cannot recommend enough!",Reviewed in the United States on 2 October 2020,
,Best headphones in the world,Reviewed in the United States on 30 August 2020,
,"I have historically not been a massive fan of noise-cancelling headphones.  I mean, the idea is simple... take an input sound, send it 180 degrees out of phase (and at the same amplitude), let destructive interference do its thing, and combine it with the waveform of the sound you actually want the user to hear.  Simple, right?  Well, sound comes from different directions, is attenuated to different degrees by the headphones/your head/etc., has some intrinsic latency added in the sound processing, headphone frequency response limitations, driver frequency response limitations, and about a million other technical issues.  However, the Sony WH-1000XM4 are highly rated, right?  I wanted to see how they'd do...The Sony WH-1000XM4 arrives in a surprisingly small box.  This is because business travelers are frequently targeted for noise-canceling headphones, so the retail packaging is roughly the size of the hard-sided carry case located inside.  The tilt/swivel/rotate articulation of the headband allows for the headphones to be broken down into a very compact 8.5x6x2"" case.  Accomplishing this requires smaller ear cups than I'm used to.  My ears fit inside, but they: 1.) aren't that large, and 2.) weren't as comfortable as in some headphones that are more spacious.  This is subjective, and YMMV.  Comfort is about a 7/10, but I noticed that they felt quite warm (from my head, not from the electronics) after about 20 minutes.  Not terrible, but not awesome.  Side note: I got mine in ""silver"", which is really just grey.As for the sound quality, well... I was a little disappointed.  The quality is fine, and I don't think it's a matter of driver size as I've heard better at 32mm and 50mm (the Sony uses 40mm drivers), but I feel like some nicer drivers would have been welcome here.  None of this to say that the output is bad... it's not - it's just not as good as some less feature-filled units from Sennheiser that cost over a $100 less.  Since these are ""active"" headphones, you can apply an in-unit EQ, and they have tons of sound processing available.  I tried out the DSEE feature, which is supposed to use AI upscaling on low-res digital music.  About 80% of the time I couldn't tell a difference... and the other 20% of the time I'd be hard pressed to say the results were ""better"", even though they were noticeably ""different"".  Meh.  Then again, if you're spending over $300 on headphones, it's probably a safe bet that you're using higher-res compression, or lossless - if you case about such things.Getting the most out of your headphones does require downloading the app, which I was prompted to do when I paired my headphones to my Google Pixel 3 XL.  The app linked to my Google account.  I declined to use some of the available integrations, but still had full access to the app.  I was prompted for some firmware updates, which happened in the background.  You can have some of the features be location-aware, but those require your phone to be accessible.  In fact, much of the operation requires your phone - so that's worth keeping in mind, if that type of thing bothers you.  The app is pretty intuitive, and I didn't experience any app or phone instability with the app or headphones.As for the noise cancelation... the headphones, when off, do not attenuate ambient noise as much as some of my other headphones.  That was a little disappointing, as you'd think that would be an important first step in the noise-cancellation goal, right?  Well, I have a 24"", high-speed fan behind my chair.  In its slowest setting, it's still quite loud - loud enough that it must be turned off to participate in voice/video meetings.  With the headphones off, it sounds like you're in the fuselage of a WWII bomber.  With the headphones over your ears, and noise cancelation off, the sound is more of a dull roar.  With noise canceling on, the character of the noise goes to a higher pitched static (like white noise), with a much lower sound floor.  The wild thing is that it's very tiring.  I guess that makes sense... the sound pressure is the sound pressure, however, it is a little odd for your ears to feel tired when there's little apparent audible sound.  This effect isn't nearly as pronounced when the external sound isn't as loud.  I feel a much less serious amount of this fatigue using the headphones on a plane.Value?  I'm undecided... I feel like people who either want these to get sleep on planes/trains, or want to be able to pipe in ambient noise with the press of a button (because they need to interact with the environment at unexpected times) will probably benefit the most from these.  If your intention is to listen to content, and want noise isolation, I feel like a really nice set of closed ear, NON-canceling headphones would be a better choice.  Conditionally recommended.",Reviewed in the United States on 18 September 2020,
,"Headset is fairly lightweight, ear cups aren’t as deep as some headphones but deep enough for my average sized ears.  Cups are soft and the overall comfort level is high, even after extended play time.The touch controls on the ear cup are very slick and help reduce the number of physical buttons.  However, taking the headphones off (or putting them on), I’ve accidentally turned music on as it mistook the contact as a command.  Not a deal breaker but a quirk to be aware of.  The auto-pause when you remove the headphones is a nice touch too.Noise cancelling is truly excellent.  I was working in my office, window open, tower fan blasting.  Silence.  Took my headphones off and there was a police helicopter flying circles over our house (nothing to do with me!!).  The only downside is that it’s SO good that I literally cannot hear my wife talking to me and this has earned me some angry glares.  In the app settings, you can adjust the level of background ambience that the headphones filter out but I cannot find a balance where the noise cancelling is on but still allowing my wife’s voice to be heard.  Unfortunate but some may consider that a benefit!The headphones are paired to my desktop computer (a 2011 Mac Mini with Bluetooth 4.0) and to my phone (an iPhone 11 Pro with Bluetooth 5.0).  Between the two, it seems to connect faster and more reliably to the desktop.  I’ve had a couple of instances where I struggled to get it to connect to my phone after it successfully connected to my desktop.  Full disclosure:  I’m running the iOS 14 beta on my phone and it’s not exactly super reliable.  I feel like the Bluetooth got better between Beta 6 and Beta 7, so take this observation with a pinch of salt.The optional “Speak to Chat” feature (if you start to talk, it lowers audio playback) is clever and works well but there IS a slight lag before it kicks in.  It also caught me off guard today when I was in a WebEx meeting because it essentially shut off the WebEx audio and I then couldn’t hear responses to my comment.  Had to disable that feature for the remainder of the meeting.The 360 audio feature is kinda hard to comment on.. in the demo within the app, you can clearly hear a pleasant difference (it’s more immersive).  In practice, after signing up for a free trial with a supported app (TIDAL), I don’t really hear it.  On a side note, the TIDAL Master track streams sound amazing on these headphones.  Like.. truly amazing.  Not sure I want to spend $26/month but it’s got me thinking about seeking out other lossless / higher quality sources for my audio streaming.Regarding the setup process for testing the 360 audio.. photographing my ears would not work using the automatic capture system and was very frustrating.  Manual capture worked better.  But ultimately.. I don’t think that the effort was worthwhile, given that I don’t hear a difference in supported 360 apps.Speaking of audio quality.. these are great headphones.  The default EQ out the box feels a little muddy / bass heavy (or at least not to my taste) BUT the app lets you tweak this, has some nice presets and custom curves for you to set up.  What’s great is that the EQ you set up from the phone app also works when streaming from other sources (e.g. your computer).  It’s global, which is exactly what I was looking for.I’ve listened to a lot of tracks I’m familiar with, some less so, and heard little nuances that previously I’d missed.  There’s a lot of detail here.  With DSEE on or off, I’m not worried about wireless compression negatively impacting the signal.  It sounds great.Overall, these are a fantastic set of noise cancelling headphones.  Highly recommended.",Reviewed in the United States on 5 September 2020,
,"I previously owned the WHXB900N headphones from Sony, and my experience with them was good. I decided to take the chance to upgrade to the WH-1000XM4, and I am glad that I did. The WH-1000XM4 is a major upgrade, and a lot of my complaints about the WHXB900N have been addressed in the WH-1000XM4.

First of all, the packaging for the WH-1000XM4 is great. You get a carrying case with accessories and the headphones. There is space created in the case to store the headphones flat as well as the extra cables and connectors, as well as a handy guide that shows the touch functions on the headphones.

My headphones had about a 1/2 charge on them. I already had the Headphones Connect app downloaded as well as Music Center, which are the two apps that work with the headphones. You will register the headphones and adjust the settings with Headphones Connect, and then you can extend the features further through the Music Center app. I had no issues connecting the app to the headphones, and once connected the apps worked well for me. I mainly just use Headphones Connect. I believe Music Center is more for controlling multiple Sony speakers and headphones easily.

One of the complaints that I had with the WHXB900N is that the touch controls are very sensitive. You can activate voice control simply by tilting your head too far to the right when wearing the headphones. The WH-1000XM4 fixes this completely in two ways. First of all the touch controls on the headphones are not so easily triggered. The other great thing is that you can use the app to turn off touch controls completely, which you cannot do with the WHXB900N. Using the ear analyzer, you will get a better result with activation of the touch controls. The ear analyzer will analyze the shape of your ears and then optimize the headphones touch functions for your head.

The WH-1000XM4 still has the ability to lower the volume of the headset by covering the right earcup with your hand, and now it upgrades this by also adding the ability to lower the volume by speaking. So now you can have the volume automatically be lowered when you start talking with the headphones on. You can also enable a setting that will automatically pause your media when you take the headphones off. Sony also included the ability to back up the settings and restore them via the app. There is an amazing equalizer in the app as well as the ability to automatically change the noise cancelling depending on your environment.

The noise cancelling of these headphones is second to none. Just turn the headphones on and put them on, and even without playing any music things will be a lot quieter. When you are playing music, the noise cancelling really allows you to focus on the sound and filter out background noise. You can turn off noise cancelling if you would like, and you can also configure the custom button to control this feature.

The sound you get from these is amazing. The bass is very rich, and combined with the automatic optimization for environment, you get a fantastic experience when you use these. There is a built-in microphone that picks up sound very well, and you get a great range on the Bluetooth. There is a cool quick charge feature, where if you charge the headphones for 10 minutes you can get five hours of playback. The headphones also use a standard 3.5mm connection if your audio device does not have a Bluetooth connection.

You get a trial card for 360 Reality Audio, which works with specific apps to provide super high fidelity audio. The only thing is that you can only use it with 3 apps total, and once you pick an app, you cannot change it. Also, for the apps you cannot use them with existing accounts, which means you have to create a new account to use them with, which is a waste.

I really love these headphones. They are a bit pricey, but the sound and features that they offer really make up for the price. These are a contender for top competitor with the Beats headphones.",Reviewed in the United States on 30 August 2020,
,"I am not an audiophile but I use headphones regularly and am familiar with most mainstream brands including previous Sony models within this price point and this pair has superior sound quality and excellent noise cancelling (NC). They are lightweight and comfortable to wear for extended periods, have a long battery life, use Bluetooth 5.0 and if working at home or traveling, effectively block out everything but voices which sound far off in the distance.

Details.
Most important is the sound quality which is beyond impressive. The headphones have a bright upper range that is not tinny, a clear full midrange and a significant but not overwhelming lower range—all well-defined and nuanced. Something new for me, they have initiated a re-visitation of my music library because everything sounds so good.

The headphones can be used with either Android or Apple Sony Headphone Connect apps which allow customization of NC and sound quality. But, the headphones can be used without any app. I used the Apple app and enjoyed the extra features like the ability to connect to two devices and switch between them, turn-off NC, adjust the sound profile to my taste—and back-up the settings so they are consistent on all devices and if lost can be easily restored.

The app also provides a convenient interface to access all music sources on the connected device along with the internet. Included is a 90 day trial for one of three subscription services that provide 360 Degree Reality Audio content that work with these headphones. I tested one of the services, Tidal, and it provided a complete immersive surround sound experience. The services have fees that start at under ten dollars a months and go up from there.

The headphones work smoothly using the Alexa app loaded on my phone. I simply asked questions like--Alexa tomorrow’s weather? or Alexa, tell me a joke? or Alexa call Joe—all were promptly answered through the earpiece. Using Siri worked but was not as straightforward requiring a tap and hold on the right earpiece to activate instead of simply saying--Hey Siri.

Also, to avoid frequent removal of the headphones to carry on a brief conversation/answer a question, etc., a temporary pause in music and NC can be achieved in two ways. The Speak-to-Chat feature kicks-in when the wearer starts talking and when the conversations ends everything resumes. Another method is to simply hold a hand over the right earpiece which pauses the music, suspends the NC and amplifies outside sound. All automatically resume when hand is removed from the ear cup.

In order to avoid unsightly buttons there are touch panel controls which are intuitive to operate but are not as precise as buttons so they may need to be repeatedly tapped or swiped. Since I normally control headphones through my smartphone this isn’t an issue but may be for some users. Also, I used the headphones for phone calls and the sound was acceptable on both ends.

The battery life and quick recharging is outstanding and far exceeds any of my other headphones. There is a sensor in the left ear cup that automatically turns off the headphones when they are removed which conserves battery. The included 8 inch charging cable is USB A to USB C and there is no included adapter for USB C charging ports which I could have used and others may need. There is also no AC wall adapter. A 4 foot 3.5mm audio cable and airplane adapter plug are also provided.

Included is a zippered oval shaped hard shell fabric covered case with a mesh pocket on the outside and a carry loop. Inside there is room for the headphones and included accessories. A user-friendly feature is a quick guide insert in the case that serves as a reminder of how to fold the earphones and operate the controls—and the neutral matte silver color is a good change from the usual black.

Overall excellent.",Reviewed in the United States on 1 September 2020,
,"I have reviewed a number of pairs of headphones for Amazon over the years. These take the top spot in terms of audio quality and noise cancellation.

-=Build Quality=-

These are extremely comfortable, lightweight cans which still have the premium feel I would expect from headphones at this price point. They have Sony's customary, conservative styling, and collapse nicely into the (included) high-quality case.

-=Setup and Bluetooth=-

Pairing is very fast, and the headphones had no issues at all staying connected to my Android phone.

-=Software=-

Configuring the app takes a little longer than the norm because, if you want to activate the proprietary 360 technology, the app asks to take pictures of your ears and send them to Sony (seriously). Whether or not this accomplishes anything is a mystery to me, and the step is completely optional. The headphones sound great either way.

The equalizer works very well, allowing you to fine-tune the audio profile to your preferences. There are also some other nifty features, like the ability to disable noise cancellation for a set amount of time when the headphones recognize that you are speaking (this proved more useful than I expected). You can also use it to keep noise cancellation running even when no audio is playing.

The app is full-featured, fast, and intuitive (at least on Android), and actually worth installing.

-=Controls=-

Controls are touch-based, requiring directional swipes on the right ear cuff. I had a few misses, but overall found it to work smoothly and intuitively.

-=Audio Quality=-

The audio quality is exactly what I would expect from Sony at this price point. Mids are distinct and have depth to them. Highs are clear and have a nice sharpness to them. Bass (which I prefer not to overdue) can be cranked to a thunderous level using the equalizer on the app. When combined with a lossless audio source (I used Tidal, thanks to a gift subscription from a friend) the sound is astonishingly good.

Sony's implementation of its ""360 Reality Audio"" feels like pure wizardry. Combined with songs engineered for it (again, I found some on Tidal) the sound is completely immersive, with the sense of separate channels disappearing.

-=Noise Cancellation=-

The sophistication of the noise cancellation algorithm on the WH-1000XM4's has to be experienced to be believed. Even before I started playing music, the ambient sound around me disappeared immediately. Everyday hums and background noise like a water cooler and light traffic were gone immediately.

With music playing, everything else disappears completely. Even the clacks on my mechanical keyboard were gone.

Do NOT wear these if you need situational awareness, including if you are supervising children or operating a vehicle. I'm not making that as a joke - the noise cancellation is so complete that it takes great intention for sound to penetrate. This is the best noise cancellation I have ever experienced.

-=Conclusion=-

I cannot find a single flaw with these headphones. The comfort and quality are top-notch, as is the clarity of the audio. The noise cancellation is nothing short of stellar. Even the app, typically the weak point even for high-end cans, is intuitive and useful. I have no reservations about giving these my very highest recommendation.",Reviewed in the United States on 13 September 2020,
,"I don’t have much technical knowledge about audio equipment inner workings and specifications, but I know what I want from my wireless headset. I want quality clear sound, easy and reliable wireless connectivity, noise canceling, simple operation, long battery life, quick charging, hands-free calling, compatibility with Zoom, and comfort. These headphones meet and exceed all of my requirements, plus offer things I didn’t even know that I wanted, but now I don’t want to be without.
The quality of sound is crystal clear and outstanding in my opinion.
Establishing wireless connection to my iPhone was a breeze and took a minute or two at the most. I’m also enjoying that I was able to connect to two different iPhones and switch seamlessly between them.
I also like that I can use these headphones by themselves for basic operation or download an app, (which I did and strongly recommend) for more advanced options.
The noice canceling is hands down the best I have ever had with headphones. The Custom button allows for the optimal noice canceling for the user, and it couldn’t be easier to use. These headphones made a huge difference for me in working from home and thanks to their noise canceling abilities my productivity had increased.
I love how simple it is to operate them thanks to their touch control panel. I’m enjoying the fact that I don’t have to fumble for buttons or a remote, and instead all I need is to touch, swipe, or hold the side of my headphones. I’m also a big fan of the fact that these headphones detect when I take them off and they pause automatically.
The battery life is great. I didn’t time it exactly but it is at least 24 hours. They also charge very quickly. I found myself almost out of battery power while I was working, and a quick 10 minutes charge allowed me to finish the few hours of work I had left.
The hands-free calling and compatibility with Zoom work great for me. The sound is clear and I’m also heard clearly and well understood.
I also find these headphones very comfortable and light. I don’t have any problems with wearing them for extended periods of time. My husband and daughter had also tried them and they were both able to adjust them perfectly to their head sizes.
The carrying case that comes with these headphones is strong, impeccably made, and the gray color is pretty and gender neutral.
I was trying to think if there was anything I didn’t like, and the only slight negative is that when wearing these outside when the temperatures are high my ears can get a little hot, but I think that might be the case with all headphones of this size and I’m completely willing to deal with that in exchange for their amazing noice canceling abilities and the clarity of sound, which I assume comes in part from a tight fit around the ears.
All in all, I couldn’t be happier with these headphones and fully recommend them.",Reviewed in the United States on 5 September 2020,
,"First and foremost, the sound quality is excellent. These create an immersive and detailed experience, with a somewhat warm but balanced sound on the default equalizer setting. The highs are crisp, and bass is powerful.

The active noise cancelling on these headphones is life-changing. I’m the sort of person who prefers to work in the quiet reading room of the library with earplugs in, and when I am l seeking to truly focus on a problem, I don’t want reminders that there’s anyone else in the universe. Since the transition to work-from-home, my Tasco Nextera passive ear muffs have become key to my sanity while sharing the house with others, sometimes with earbuds snaking underneath for music while I work. For eliminating sounds in the vocal range plus general household noises, these Sony headphones are actually superior when noise cancelling is on, while the 20 different levels of ambient sound control let me fine tune my desired situational awareness when I’m not trying to hyperfocus. I haven’t had any issues with eardrum suck.

Pairing was easy and the Bluetooth range is phenomenal; I can wander the house without ever losing my connection to my computer. These are comfortable for hours of wear, and the battery life will get me through nearly a work week of listening, plus the quick charge feature is a lifesaver when . The touch controls are intuitive. The smart features are something of a mixed bag, but a few tweaks in the settings in the app improved things. Turning notification and voice guide off in the system settings eliminated the large number of annoying dings, and I’m happier with speak to chat turned off in the sound settings. Pausing music by taking off the left earphone can be finicky at times. The Sony app’s equalizer offers the opportunity to create custom presets to fit individual preferences. The microphone is more than adequate for Zoom meetings. It does pick up some background sounds from my home, and the audio quality doesn’t come close to rivaling my Blue Snowball, but vocal clarity isn’t a problem.",Reviewed in the United States on 7 September 2020,
,"These M4 headphones are an update to the highly-regarded (“industry leading”) M3s. They continue to place their emphasis on sound. Of course, you can use them to greatly reduce the background noise. If at home, it might be appliances or traffic; at the office, perhaps the constant drone of other voices. I even used them while using a shop vac, and I was impressed at how much it reduced the noise.

If you use them to listen to music, you will appreciate how they use Artificial Intelligence to flesh out your lossy .mp3s. It works quite well, adjusting to different music. I was amazed at how much detail I was able to hear

One of the biggest changes from the M3s is the multi-device connection, which allows you to connect to two devices at the same time (say, your laptop and cellphone), so you can quickly go from one device to the other. So can be listening to something on the computer and answer a call all from the same headset—and it automatically pauses one feed when another is ringing. I have been able to connect them to both PC and Mac laptops, and to an iPhone and an iPad without any difficulty (only actually connected to two at once, of course).

The microphone is actually 5 microphones, helping you be heard on calls.

There are other useful technologies—if you leave the gps function on, it will learn the ambient sound profiles of various places you go and adjust the noise canceling to work better in each location.

These are premium headphones at a premium price, but if you are looking for something more than just glorified earplugs, and you use even some of their many capabilities, you will be glad you have them, at home, in the office, or on the road.",Reviewed in the United States on 2 September 2020,
,"Wow, Sony really upped the game for noise-cancelling headphones. These pretty much have everything you might want in over-the-ear headphones. They're very comfortable to wear for long periods of time, the active noise cancellation works great (and can be customized in Sony's app), and the sound quality is awesome. I have the older M3's (which are also great), but the overall sound quality on the M4's seems better. Where I especially notice a difference is on phone calls - the package mentions that the M4's now have 5 microphones to pick up your voice more clearly.

There are some cool new features that makes these more convenient also. Cupping your hand over the right headphone lowers the volume so that you can hear what's going on around you better. There is also a ""speak-to-chat"" function that pauses what you're listening to when you start talking. I probably won't use that one much, though, as it is pretty sensitive and seems to pause when someone is talking loudly nearby, and occasionally coughs.

One thing that I really appreciate is that Sony now allows you to connect to two Bluetooth devices simultaneously. If you are listening to music on one device and want to switch to another, you just stop playing on the first device and start playing on the second. It also means that you can hear a call coming in on your smartphone while listening to music on a different device.

I used Bose headphones mainly in the past, but I think Sony is the new king of the mountain for active noise cancellation headphones.",Reviewed in the United States on 31 August 2020,
,"Pros:
- Excellent packaging and clear instructions on how to use
- Bass is excellent!
- Noise cancelation
- Touch controls work flawless once you spent 3 mins learning them

Neutral:
- Comfort is good, but not amazing.
- Lots of features I probably wont use (like speaking will automatically stop music play)

Cons:
- Expensive when compared to older models that are almost as good

Overview:
As an audiophile, I love me some good music. If you have the money, just go and buy these. If you dont own any noise canceling headphone, picking up a used Bose QC 35 and buy brand new foam ear pieces will provide you with 90% functionality of these.

I have used them on a 4 hour flight, and first time wearing them I did feel some discomfort after hour 2. Coming home some reason the discomfort was gone and I had them on my ears for 6 hours and didnt want to take them off (just to stay in my own world).

One other item I like these over the QC 35 is the volume is louder on the sonys. Both have great bass, but the sony does feel like it has a fuller base frequency than the bose.",Reviewed in the United States on 28 September 2020,
,"I've tried quite a few of headphones, especially recently. These headphones are by far the best of all. I got into the WH series headphones for the first time with the XM2's. Once I got those I decided I needed headphones of that quality for the rest of my life. I upgraded to the XM3's when they came out, and now the XM4's.

The noise cancellation on these things is unbeatable. It always has been with the Sony WH headphones. My favorite feature on the new version is the automatic pause when someone starts talking. Sometimes my girlfriend yells for me or comes in my office while I'm working and starts talking and these make it so much easier to hear her the first time.

They are so lightweight and the charge lasts an incredible amount of time. I listen for hours every day and only have to charge them occasionally. If they die, you can plug them in for 10-15 minutes and get a couple more hours of music in before finishing the day and charging them overnight.

Love Sony headphones, you should definitely get a pair!",Reviewed in the United States on 13 September 2020,
,These headphones are amazing. Now I don’t have to much feed back on noise cancellation because this is only the 2nd pair of noise cancellation headphones I’ve owned but I’m happy with it once I have these on just the sound warp of noise cancellation activating is somewhat mind boggling I get scared sometimes when it activates lol but overall I’m happy with these very comfortable wearing for long periods. Stay on during a workout. Love the speech recognition on it meaning though I can’t hear really anything around if someone tries to get my attention and I begin talking the headphones will adjust and I can hear clearly. Lots of features on here using the app helps adjust to perfect settings. Case that comes with headphones is nice as well includes aux cable if you are planning to use wired. Overall I would definitely recommend these headphones. I’m happy overall with them.,Reviewed in the United States on 10 September 2020,
,"Sony's new WH-1000XM4 active noise-canceling headphones are incredibly disappointing given their hefty price tag ($348 on Amazon at the time of this review) and the fact that these are apparently meant to be top-of-the-line. For that kind of money, you expect excellent sound, effective noise-canceling, and premium build quality but Sony delivers on none of the three.

The sound when playing uncompressed music files is clear and crisp but with little presence or life--my two-year-old Bluedio Victory Pro headphones sound way better. I tried using an equalizer to liven up the sound without success. I also tried an audiophile music player called Power Amp Pro that offers a number of customized sound options including completely bypassing the phone's default sound processing in favor of higher quality processing built into the app but that did little to improve sound quality. Bypassing the sound processing built into my smartphone almost completely eliminated Sony's noise-canceling which suggests the WH-1000XM4 is relying more on the combination of Sony's Android app and my phone's hardware for noise-canceling than on hardware actually built into the headphones.

What makes the flat sound even more frustrating is that these headphones are actually capable of sounding a whole lot better. In Sony's Headphones Connect app, there's a demo for 360 Reality Audio sound processing and the improvement heard in the song sample is striking, with significantly richer, livelier sound. But there's a catch--360 Reality Audio sound processing only works with three premium streaming services that hardly anybody actually subscribes to--Deezer, Nugs, and Tidal.

Not one of those is even among the top 10 most popular premium streaming services used in North America based on the number of paid subscribers. That means if you normally use Apple Music, Spotify, or Pandora which together have more paid subscribers than the next 7 in the list combined then you're out of luck and won't benefit from 360 Reality Audio sound processing.

When using Sony's Headphones Connect App on a compatible Android or Apple device then you can turn on DSEE Extreme which is supposed to utilize AI Technology to accurately upscale compressed music. The reason you need to be using Sony's app is that Snapdragon, Kirin, and Exynos CPU chips from the past several years include AI Processing Capability which is what Sony is relying on to try and upscale compressed music.

Noise-canceling is also a pretty big disappointment because these headphones don't seem to be capable of completely canceling noise at any frequency--if I put these headphones on in the living room while music is playing on the stereo I can still hear the music very clearly--although the volume is significantly reduced. While walking outside listening to music I can still clearly hear the sound of passing traffic.

I used to own a pair of wired Bose Noise Cancelling headphones and could put them on just to block out the world if I had a headache or needed a break. That's not a possibility with these Sony headphones because the sound of anything and everything still gets through--just at a much lower volume.

As if these headphones weren't already a big enough letdown they also look and feel cheap--I've owned $50 headphones that felt a lot more premium thanks to the nearly all plastic build which is not something I expected at this price point. It's possible these headphones are more durable than they look but for $348 I think Sony should have made an effort to give these headphones a premium look and feel and grey plastic just doesn't do that.

All of these shortcomings would be easier to swallow at a lower price-point but spending a small fortune on headphones that don't sound great and feel like they could break the first time you drop them doesn't make very much sense.

What",Reviewed in the United States on 2 October 2020,
,"I really love the feel of them.  They're much lighter than I expected, and I can lay back comfortably with them without any edges bumping on my chair.  It makes for a great listening experience.I do really like that they use a standard 3.5mm jack, so I can use any old extension cable, but the cable it comes with is great.  I really wanted to pull the cable in and out to get an exact reference to with and without bluetooth, but every time I unplugged it, it unpaired and shut off.  It also kills the tilt to pause function when they're plugged in.I used the Korn Dead test as it's become the best way for me to determine the quality of headphones.  That song starts out with highs, adds lows, and lot of mids, and then plays everything together.  Quality headphones will allow me to hear everything seperately.  Poor quality will mush everything together like trying to play basketball with bad depth perception.  With noise cancelling on, it sounds like upper level mediocre.  Turning off noise cancelling sounds much better.  It seems that I have to choose between quality or killing background noise.  It's worth keeping in mind that most people probably won't hear the difference, and if I wasn't directly paying attention to the music I might not either.The bass is great.  I could actually feel the vibration in the earcups if I turn it all the way up.The noise cancelling is what I would call pretty good.  If I turn the music off and want to sit in silence with noise cancelling on, I can still hear the words of people around me, and can make out what they say.  To get the effect I want I would have to play some white noise.  If I listen to music with noise cancelling on, I can't hear anything around me.I really like the smart features to turn down the music when something important is happening.  One of the big reasons I don't use headphones often is because I'm always paranoid that I'm going to need to answer the door, or my phone's going to ring, and I won't be able to hear it.  In fact, the number one reason I use these is because I can pair them to my computer and my phone, and when my phone goes off it'll automatically switch to my phone.  I miss even less by having these on.Overall I'm very happy with these headphones.  They produce great sound, and if I need something to drown out snoring, I can throw on the noise cancelling with some white noise to put me in my own world.  Then when I get a call in the middle of the night, I'll send it right to my ear where I need it.Highly recommended.",Reviewed in the United States on 3 September 2020,
,"It has been more than a decade since I last owned and used Sony noise-cancelling headphones, so I was particularly interested in their most recent developments when acquiring these headphones.  My background as a long-time audiophile and FCC licensed broadcast engineer who regularly tested and evaluated high-end audio equipment for a leading component stereo retailer is the experience I bring to this review.In my opinion the most important feature of any brand of headphones is the quality of sound.  Without great sound I don't believe that any of the other features matter much.  I am pleased to report that these headphones deliver a true, sweet, wide-spectrum palate of sound from the highest audible frequencies to the lowest head-rattling bass.  Another good measure of sound quality is lack of ""listener fatigue.""  Even inaudible distortion can cause listeners to become weary of listening.  These headphones can deliver a full day and evening of exceptional Bluetooth sound from a single battery charge.Sony's ""adaptive"" noise canceling is more effective than any other headphones that I've tried.  The soft headphone pads begin by providing a very good seal against outside sounds.  Then the adaptive noise canceling feature of these headphones gets rid of most of the remaining outside noise, thereby providing a quiet, isolating listening experience.Using the same smartphone app as Sony's Bluetooth earbuds, which I also own, it promptly recognized these headphones, quickly established a wireless connection and downloaded/installed a software update, giving me full control of these headphones from my smartphone.  That included being able to select options, including Alexa voice control and adjustments of the audio spectrum to my own listening tastes.Other features include the headphones ""knowing"" when they have been removed from my head, quickly stopping the audio stream and eventually automatically shutting off to preserve battery power.Nowadays, decent noise-canceling headphones are available for less than $50, so what's the big deal to spend $300 more?  My answer is noticeably better, wide-spectrum, distortion-free sound, superb workmanship in the headphone's construction, ability to customize the sound to one's tastes and the best noise-cancellation that I've ever experienced.",Reviewed in the United States on 1 September 2020,
